Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Ámbito territorial;Disponibilidad de taxímetro;periodo;Total
TOTAL ESPAÑA;CASTILLA Y LEÓN;Ávila;Capital de Provincia;Sin taxímetro;2000;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Ávila;Capital de Provincia;Sin taxímetro;1999;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Ávila;Capital de Provincia;Sin taxímetro;1998;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Ávila;Capital de Provincia;Sin taxímetro;1997;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Ávila;Capital de Provincia;Sin taxímetro;1996;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Ávila;Capital de Provincia;Sin taxímetro;1995;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Ávila;Capital de Provincia;Sin taxímetro;1994;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2019;319
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2018;320
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2017;335
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2016;335
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2015;333
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2014;332
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2013;331
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2012;313
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2011;318
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2010;315
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2009;317
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2008;313
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2007;313
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2006;314
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2005;317
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2004;314
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2003;309
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2002;312
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2001;309
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;2000;309
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;1999;312
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;1998;322
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;1997;326
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;1996;334
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;1995;331
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Total;1994;328
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2019;189
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2018;188
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2017;189
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2016;187
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2015;189
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2014;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2013;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2012;187
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2011;187
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2010;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2009;193
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2008;189
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2007;188
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2006;197
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2005;193
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2004;195
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2003;191
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2002;189
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2001;187
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;2000;188
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;1999;191
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;1998;189
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;1997;188
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;1996;187
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;1995;188
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Con taxímetro;1994;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2019;130
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2018;132
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2017;146
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2016;148
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2015;144
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2014;146
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2013;145
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2012;126
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2011;131
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2010;129
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2009;124
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2008;124
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2007;125
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2006;117
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2005;124
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2004;119
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2003;118
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2002;123
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2001;122
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;2000;121
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;1999;121
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;1998;133
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;1997;138
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;1996;147
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;1995;143
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Provincia;Sin taxímetro;1994;143
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2019;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2018;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2017;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2016;187
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2015;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2014;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2013;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2012;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2011;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2010;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2009;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2008;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2007;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2006;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2005;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2004;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2003;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2002;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2001;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;2000;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;1999;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;1998;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;1997;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;1996;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;1995;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Total;1994;183
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2019;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2018;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2017;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2016;187
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2015;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2014;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2013;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2012;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2011;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2010;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2009;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2008;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2007;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2006;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2005;186
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2004;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2003;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2002;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2001;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;2000;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;1999;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;1998;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;1997;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;1996;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;1995;185
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Con taxímetro;1994;183
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2019;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2018;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2017;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2016;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2015;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2014;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2013;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2012;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2011;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2010;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2009;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2008;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2007;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2006;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2005;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2004;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2003;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2002;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2001;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;2000;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;1999;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;1998;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;1997;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;1996;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;1995;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;Burgos;Capital de Provincia;Sin taxímetro;1994;0
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2019;537
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2018;533
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2017;549
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2016;521
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2015;527
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2014;521
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2013;521
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2012;516
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2011;511
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2010;506
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2009;510
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2008;514
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2007;502
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2006;539
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2005;556
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2004;535
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2003;553
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2002;559
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2001;569
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;2000;580
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;1999;578
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;1998;596
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;1997;597
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;1996;659
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;1995;676
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Total;1994;704
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2019;284
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2018;282
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2017;260
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2016;256
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2015;281
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2014;290
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2013;284
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2012;295
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2011;281
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2010;305
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2009;295
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2008;287
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2007;292
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2006;280
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2005;287
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2004;287
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2003;309
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2002;303
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2001;309
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;2000;308
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;1999;308
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;1998;308
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;1997;306
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;1996;305
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;1995;302
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Con taxímetro;1994;300
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2019;253
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2018;251
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2017;289
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2016;265
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2015;246
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2014;231
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2013;237
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2012;221
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2011;230
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2010;201
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2009;215
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2008;227
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2007;210
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2006;259
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2005;269
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2004;248
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2003;244
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2002;256
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2001;260
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;2000;272
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;1999;270
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;1998;288
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;1997;291
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;1996;354
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;1995;374
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Provincia;Sin taxímetro;1994;404
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2019;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2018;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2017;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2016;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2015;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2014;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2013;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2012;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2011;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2010;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2009;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2008;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2007;180
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2006;175
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2005;182
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2004;182
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2003;200
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2002;200
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2001;205
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;2000;205
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;1999;205
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;1998;205
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;1997;206
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;1996;205
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;1995;205
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Total;1994;205
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Con taxímetro;2019;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Con taxímetro;2018;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Con taxímetro;2017;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Con taxímetro;2016;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Con taxímetro;2015;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Con taxímetro;2014;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Con taxímetro;2013;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Con taxímetro;2012;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Con taxímetro;2011;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Con taxímetro;2010;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Con taxímetro;2009;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Con taxímetro;2008;179
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Con taxímetro;2007;180
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Con taxímetro;2006;175
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Con taxímetro;2005;182
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Con taxímetro;2004;182
TOTAL ESPAÑA;CASTILLA Y LEÓN;León;Capital de Provincia;Con taxímetro;2003;200
